身分,區域別,性別,總計,阿美族,泰雅族,排灣族,布農族,魯凱族,卑南族,鄒族,賽夏族,雅美族,邵族,噶瑪蘭族,太魯閣族,撒奇萊雅族,賽德克族,拉阿魯哇族,卡那卡那富族,尚未申報
不分平地山地,新竹縣　,女    ,10392,897,7766,286,233,31,57,14,770,9,4,6,124,3,23,0,0,169
不分平地山地,苗栗縣　,計    ,10976,1257,6167,361,318,18,87,22,2403,15,16,14,98,3,33,0,0,164
不分平地山地,苗栗縣　,男    ,5329,521,3069,148,105,5,37,5,1299,7,6,7,38,1,10,0,0,71
不分平地山地,苗栗縣　,女    ,5647,736,3098,213,213,13,50,17,1104,8,10,7,60,2,23,0,0,93
不分平地山地,彰化縣　,計    ,5221,1932,415,1242,858,128,183,44,24,11,23,23,118,0,60,0,0,160
不分平地山地,彰化縣　,男    ,2300,891,151,553,374,50,74,19,11,7,14,13,50,0,24,0,0,69
不分平地山地,彰化縣　,女    ,2921,1041,264,689,484,78,109,25,13,4,9,10,68,0,36,0,0,91
不分平地山地,南投縣　,計    ,28631,864,6145,439,13869,70,66,240,54,6,409,3,107,1,6321,0,0,37
不分平地山地,南投縣　,男    ,14446,347,2973,175,7166,24,23,117,23,3,217,0,35,0,3326,0,0,17
不分平地山地,南投縣　,女    ,14185,517,3172,264,6703,46,43,123,31,3,192,3,72,1,2995,0,0,20
不分平地山地,雲林縣　,計    ,2100,877,265,366,266,34,42,34,16,3,2,3,91,1,14,0,0,86
不分平地山地,雲林縣　,男    ,818,349,84,147,104,16,8,9,7,2,2,2,46,0,5,0,0,37
不分平地山地,雲林縣　,女    ,1282,528,181,219,162,18,34,25,9,1,0,1,45,1,9,0,0,49
不分平地山地,嘉義縣　,計    ,5754,523,192,304,290,26,54,4099,32,1,20,2,46,1,25,0,0,139
不分平地山地,嘉義縣　,男    ,2770,190,64,134,138,11,26,2099,10,1,8,0,12,0,9,0,0,68
不分平地山地,嘉義縣　,女    ,2984,333,128,170,152,15,28,2000,22,0,12,2,34,1,16,0,0,71
不分平地山地,屏東縣　,計    ,57634,1946,386,47290,598,5825,179,77,28,14,4,12,124,4,14,0,0,1133
不分平地山地,屏東縣　,男    ,28675,853,123,23820,211,2863,70,33,3,6,1,2,51,1,5,0,0,633
不分平地山地,屏東縣　,女    ,28959,1093,263,23470,387,2962,109,44,25,8,3,10,73,3,9,0,0,500
不分平地山地,臺東縣　,計    ,79286,37041,433,16437,8218,2039,7608,46,49,4015,4,105,167,4,26,0,0,3094
不分平地山地,臺東縣　,男    ,41095,19307,160,8411,4220,1040,3882,11,20,2045,0,58,58,3,13,0,0,1867
不分平地山地,臺東縣　,女    ,38191,17734,273,8026,3998,999,3726,35,29,1970,4,47,109,1,13,0,0,1227
不分平地山地,花蓮縣　,計    ,91122,51991,2684,769,7897,62,427,35,56,15,0,636,21845,584,783,0,0,3338
不分平地山地,花蓮縣　,男    ,46145,26320,1142,322,4025,23,189,16,24,5,0,322,10964,277,408,0,0,2108
不分平地山地,花蓮縣　,女    ,44977,25671,1542,447,3872,39,238,19,32,10,0,314,10881,307,375,0,0,1230
不分平地山地,澎湖縣　,計    ,388,141,56,82,32,6,19,9,1,1,0,0,28,0,12,0,0,1
不分平地山地,澎湖縣　,男    ,173,65,22,38,11,4,7,4,0,0,0,0,16,0,6,0,0,0
不分平地山地,澎湖縣　,女    ,215,76,34,44,21,2,12,5,1,1,0,0,12,0,6,0,0,1
不分平地山地,基隆市　,計    ,8912,7153,589,241,247,10,102,24,15,8,3,10,189,7,24,0,0,290
不分平地山地,基隆市　,男    ,4387,3601,233,100,115,3,43,9,6,3,1,5,88,1,14,0,0,165
不分平地山地,基隆市　,女    ,4525,3552,356,141,132,7,59,15,9,5,2,5,101,6,10,0,0,125
不分平地山地,新竹市　,計    ,3489,1233,1086,302,161,32,56,20,236,3,0,2,129,0,27,0,0,202
不分平地山地,新竹市　,男    ,1507,588,394,129,68,18,20,3,108,0,0,1,62,0,14,0,0,102
不分平地山地,新竹市　,女    ,1982,645,692,173,93,14,36,17,128,3,0,1,67,0,13,0,0,100
不分平地山地,嘉義市　,計    ,904,166,63,86,105,11,46,340,5,1,1,4,22,6,9,0,0,39
不分平地山地,嘉義市　,男    ,365,69,16,32,42,5,19,147,4,0,0,0,9,3,4,0,0,15
不分平地山地,嘉義市　,女    ,539,97,47,54,63,6,27,193,1,1,1,4,13,3,5,0,0,24
不分平地山地,福建省　,計    ,966,461,136,133,80,13,9,14,18,2,1,1,53,0,3,0,0,42
不分平地山地,福建省　,男    ,523,241,68,79,38,10,6,9,5,0,1,0,33,0,2,0,0,31
不分平地山地,福建省　,女    ,443,220,68,54,42,3,3,5,13,2,0,1,20,0,1,0,0,11
不分平地山地,金門縣　,計    ,797,395,104,107,69,12,6,12,16,0,1,1,33,0,2,0,0,39
不分平地山地,金門縣　,男    ,416,199,47,62,31,10,4,7,5,0,1,0,19,0,2,0,0,29
不分平地山地,金門縣　,女    ,381,196,57,45,38,2,2,5,11,0,0,1,14,0,0,0,0,10
不分平地山地,連江縣　,計    ,169,66,32,26,11,1,3,2,2,2,0,0,20,0,1,0,0,3
不分平地山地,連江縣　,男    ,107,42,21,17,7,0,2,2,0,0,0,0,14,0,0,0,0,2
不分平地山地,連江縣　,女    ,62,24,11,9,4,1,1,0,2,2,0,0,6,0,1,0,0,1
平地原住民,總計,計    ,250815,196792,1736,19515,365,2448,13045,16,4251,9,735,1337,152,773,19,0,0,9622
平地原住民,總計,男    ,123800,97011,769,9467,126,1208,6349,5,2071,1,357,665,67,389,9,0,0,5306
平地原住民,總計,女    ,127015,99781,967,10048,239,1240,6696,11,2180,8,378,672,85,384,10,0,0,4316
平地原住民,新北市　,計    ,36647,31081,120,1519,61,193,1167,0,322,2,43,273,19,38,1,0,0,1808
平地原住民,新北市　,男    ,17458,14835,39,712,15,78,540,0,131,0,24,136,8,28,0,0,0,912
平地原住民,新北市　,女    ,19189,16246,81,807,46,115,627,0,191,2,19,137,11,10,1,0,0,896
平地原住民,臺北市　,計    ,9237,7317,64,451,4,47,431,0,88,0,19,38,6,23,1,0,0,748
平地原住民,臺北市　,男    ,4046,3230,27,201,2,19,198,0,38,0,4,17,1,11,0,0,0,298
平地原住民,臺北市　,女    ,5191,4087,37,250,2,28,233,0,50,0,15,21,5,12,1,0,0,450
平地原住民,臺中市　,計    ,12123,8776,100,1805,46,169,585,0,165,0,140,38,8,11,1,0,0,279
平地原住民,臺中市　,男    ,5833,4284,41,862,18,81,258,0,83,0,56,13,4,5,0,0,0,128
平地原住民,臺中市　,女    ,6290,4492,59,943,28,88,327,0,82,0,84,25,4,6,1,0,0,151
平地原住民,臺南市　,計    ,3002,2034,12,488,21,24,278,0,12,0,16,11,2,4,0,0,0,100
平地原住民,臺南市　,男    ,1266,848,6,210,11,8,120,0,5,0,7,3,1,2,0,0,0,45
平地原住民,臺南市　,女    ,1736,1186,6,278,10,16,158,0,7,0,9,8,1,2,0,0,0,55
平地原住民,高雄市　,計    ,11594,8729,29,1857,40,91,670,4,34,1,13,23,3,5,0,0,0,95
平地原住民,高雄市　,男    ,5415,4109,13,839,16,51,308,4,14,0,5,10,1,2,0,0,0,43
平地原住民,高雄市　,女    ,6179,4620,16,1018,24,40,362,0,20,1,8,13,2,3,0,0,0,52
平地原住民,臺灣省　,計    ,177666,138396,1408,13369,192,1920,9905,12,3616,6,503,953,114,692,16,0,0,6564
平地原住民,臺灣省　,男    ,89492,69465,642,6629,64,968,4919,1,1796,1,260,486,52,341,9,0,0,3859
平地原住民,臺灣省　,女    ,88174,68931,766,6740,128,952,4986,11,1820,5,243,467,62,351,7,0,0,2705
平地原住民,宜蘭縣　,計    ,2278,1847,27,111,0,22,91,0,7,0,1,7,0,4,0,0,0,161
平地原住民,宜蘭縣　,男    ,1032,849,10,44,0,9,38,0,1,0,1,2,0,4,0,0,0,74
平地原住民,宜蘭縣　,女    ,1246,998,17,67,0,13,53,0,6,0,0,5,0,0,0,0,0,87
平地原住民,桃園縣　,計    ,35319,30348,276,1512,36,190,880,1,719,0,17,124,6,72,5,0,0,1133
平地原住民,桃園縣　,男    ,17421,15005,101,707,13,102,449,0,286,0,7,71,3,48,3,0,0,626
平地原住民,桃園縣　,女    ,17898,15343,175,805,23,88,431,1,433,0,10,53,3,24,2,0,0,507
平地原住民,新竹縣　,計    ,2629,1620,360,137,3,19,105,0,278,1,9,10,1,7,0,0,0,79
平地原住民,新竹縣　,男    ,1202,744,179,51,0,10,48,0,120,0,5,4,1,4,0,0,0,36
平地原住民,新竹縣　,女    ,1427,876,181,86,3,9,57,0,158,1,4,6,0,3,0,0,0,43
平地原住民,苗栗縣　,計    ,4407,1242,564,68,10,8,82,4,2319,0,15,14,0,3,0,0,0,78
平地原住民,苗栗縣　,男    ,2190,517,295,23,1,1,33,0,1273,0,6,7,0,1,0,0,0,33
平地原住民,苗栗縣　,女    ,2217,725,269,45,9,7,49,4,1046,0,9,7,0,2,0,0,0,45
平地原住民,彰化縣　,計    ,2666,1907,21,348,10,44,182,0,14,0,22,23,1,0,1,0,0,93
平地原住民,彰化縣　,男    ,1223,882,7,161,4,17,74,0,5,0,14,13,0,0,0,0,0,46
平地原住民,彰化縣　,女    ,1443,1025,14,187,6,27,108,0,9,0,8,10,1,0,1,0,0,47
平地原住民,南投縣　,計    ,1500,850,16,97,15,6,64,0,26,0,408,3,5,1,0,0,0,9
平地原住民,南投縣　,男    ,654,344,4,41,6,2,22,0,9,0,217,0,4,0,0,0,0,5
平地原住民,南投縣　,女    ,846,506,12,56,9,4,42,0,17,0,191,3,1,1,0,0,0,4
平地原住民,雲林縣　,計    ,1081,867,3,88,0,3,42,0,13,0,2,3,0,1,2,0,0,57
平地原住民,雲林縣　,男    ,427,344,1,37,0,1,8,0,4,0,2,2,0,0,0,0,0,28
平地原住民,雲林縣　,女    ,654,523,2,51,0,2,34,0,9,0,0,1,0,1,2,0,0,29
平地原住民,嘉義縣　,計    ,746,519,13,68,0,6,52,3,20,0,18,2,1,1,0,0,0,43
平地原住民,嘉義縣　,男    ,286,188,3,32,0,1,26,0,6,0,7,0,0,0,0,0,0,23
平地原住民,嘉義縣　,女    ,460,331,10,36,0,5,26,3,14,0,11,2,1,1,0,0,0,20
平地原住民,屏東縣　,計    ,4059,1654,7,2051,2,68,173,0,10,0,3,12,0,4,0,0,0,75
平地原住民,屏東縣　,男    ,1885,707,1,1046,0,25,69,0,0,0,0,2,0,1,0,0,0,34
平地原住民,屏東縣　,女    ,2174,947,6,1005,2,43,104,0,10,0,3,10,0,3,0,0,0,41
平地原住民,臺東縣　,計    ,57282,36979,23,8413,60,1500,7592,2,34,2,4,105,3,4,0,0,0,2561
平地原住民,臺東縣　,男    ,29872,19284,8,4288,18,776,3877,1,16,0,0,58,0,3,0,0,0,1543
平地原住民,臺東縣　,女    ,27410,17695,15,4125,42,724,3715,1,18,2,4,47,3,1,0,0,0,1018
平地原住民,花蓮縣　,計    ,55963,51906,47,264,53,32,421,1,43,1,0,634,93,582,3,0,0,1883
平地原住民,花蓮縣　,男    ,28481,26289,16,112,19,12,187,0,18,1,0,321,42,276,2,0,0,1186
平地原住民,花蓮縣　,女    ,27482,25617,31,152,34,20,234,1,25,0,0,313,51,306,1,0,0,697
平地原住民,澎湖縣　,計    ,187,141,1,24,0,0,18,0,1,1,0,0,0,0,0,0,0,1
平地原住民,澎湖縣　,男    ,79,65,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0
平地原住民,澎湖縣　,女    ,108,76,1,17,0,0,11,0,1,1,0,0,0,0,0,0,0,1
平地原住民,基隆市　,計    ,7615,7121,11,86,3,2,101,0,9,1,3,10,1,7,4,0,0,256
平地原住民,基隆市　,男    ,3847,3590,4,40,3,1,42,0,2,0,1,5,1,1,3,0,0,154
平地原住民,基隆市　,女    ,3768,3531,7,46,0,1,59,0,7,1,2,5,0,6,1,0,0,102
平地原住民,新竹市　,計    ,1662,1229,38,79,0,12,56,0,122,0,0,2,3,0,0,0,0,121
平地原住民,新竹市　,男    ,784,588,13,34,0,7,20,0,56,0,0,1,1,0,0,0,0,64
平地原住民,新竹市　,女    ,878,641,25,45,0,5,36,0,66,0,0,1,2,0,0,0,0,57
平地原住民,嘉義市　,計    ,272,166,1,23,0,8,46,1,1,0,1,4,0,6,1,0,0,14
平地原住民,嘉義市　,男    ,109,69,0,6,0,4,19,0,0,0,0,0,0,3,1,0,0,7
平地原住民,嘉義市　,女    ,163,97,1,17,0,4,27,1,1,0,1,4,0,3,0,0,0,7
平地原住民,福建省　,計    ,546,459,3,26,1,4,9,0,14,0,1,1,0,0,0,0,0,28
平地原住民,福建省　,男    ,290,240,1,14,0,3,6,0,4,0,1,0,0,0,0,0,0,21
平地原住民,福建省　,女    ,256,219,2,12,1,1,3,0,10,0,0,1,0,0,0,0,0,7
平地原住民,金門縣　,計    ,458,393,3,11,0,4,6,0,13,0,1,1,0,0,0,0,0,26
平地原住民,金門縣　,男    ,236,198,1,5,0,3,4,0,4,0,1,0,0,0,0,0,0,20
平地原住民,金門縣　,女    ,222,195,2,6,0,1,2,0,9,0,0,1,0,0,0,0,0,6
平地原住民,連江縣　,計    ,88,66,0,15,1,0,3,0,1,0,0,0,0,0,0,0,0,2
平地原住民,連江縣　,男    ,54,42,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,1
平地原住民,連江縣　,女    ,34,24,0,6,1,0,1,0,1,0,0,0,0,0,0,0,0,1
山地原住民,總計,計    ,282786,1087,83006,75550,54971,10251,84,7072,2073,4377,7,3,28966,2,8730,0,0,6607
山地原住民,總計,男    ,136816,444,39448,36683,26695,4988,32,3416,994,2176,2,1,14013,1,4389,0,0,3534
山地原住民,總計,女    ,145970,643,43558,38867,28276,5263,52,3656,1079,2201,5,2,14953,1,4341,0,0,3073
山地原住民,新北市　,計    ,16245,93,6849,2595,3421,315,12,184,152,66,0,0,1821,0,200,0,0,537
山地原住民,新北市　,男    ,7109,41,3000,1166,1542,137,4,71,65,28,0,0,748,0,78,0,0,229
山地原住民,新北市　,女    ,9136,52,3849,1429,1879,178,8,113,87,38,0,0,1073,0,122,0,0,308
山地原住民,臺北市　,計    ,5998,29,2406,965,937,174,0,157,55,33,0,0,746,0,194,0,0,302
山地原住民,臺北市　,男    ,2398,13,909,433,386,83,0,57,16,11,0,0,301,0,70,0,0,119
山地原住民,臺北市　,女    ,3600,16,1497,532,551,91,0,100,39,22,0,0,445,0,124,0,0,183
山地原住民,臺中市　,計    ,18337,95,8341,4155,3819,227,6,280,19,60,0,1,535,0,509,0,0,290
山地原住民,臺中市　,男    ,8252,30,3871,1926,1619,103,3,115,7,18,0,0,229,0,204,0,0,127
山地原住民,臺中市　,女    ,10085,65,4470,2229,2200,124,3,165,12,42,0,1,306,0,305,0,0,163
山地原住民,臺南市　,計    ,3747,25,570,1650,904,160,0,95,9,12,0,0,205,0,44,0,0,73
山地原住民,臺南市　,男    ,1530,7,208,672,398,69,0,35,6,6,0,0,85,0,15,0,0,29
山地原住民,臺南市　,女    ,2217,18,362,978,506,91,0,60,3,6,0,0,120,0,29,0,0,44
山地原住民,高雄市　,計    ,20284,101,1161,5954,8822,2446,8,1142,14,30,0,0,465,0,79,0,0,62
山地原住民,高雄市　,男    ,9605,40,478,2564,4439,1202,2,567,4,14,0,0,230,0,30,0,0,35
山地原住民,高雄市　,女    ,10679,61,683,3390,4383,1244,6,575,10,16,0,0,235,0,49,0,0,27
山地原住民,臺灣省　,計    ,217755,742,63546,60124,36989,6920,58,5200,1820,4174,7,2,25141,2,7701,0,0,5329
山地原住民,臺灣省　,男    ,107689,312,30915,29857,18273,3387,23,2562,895,2099,2,1,12387,1,3990,0,0,2985
山地原住民,臺灣省　,女    ,110066,430,32631,30267,18716,3533,35,2638,925,2075,5,1,12754,1,3711,0,0,2344
山地原住民,宜蘭縣　,計    ,13854,19,12037,162,272,27,3,21,9,4,1,0,406,0,30,0,0,863
山地原住民,宜蘭縣　,男    ,6985,8,6154,58,100,18,0,8,5,0,0,0,157,0,13,0,0,464
山地原住民,宜蘭縣　,女    ,6869,11,5883,104,172,9,3,13,4,4,1,0,249,0,17,0,0,399
山地原住民,桃園縣　,計    ,28893,155,18364,3312,3659,281,15,175,228,66,0,0,1678,0,298,0,0,662
山地原住民,桃園縣　,男    ,13465,66,8858,1477,1523,136,9,72,100,13,0,0,773,0,132,0,0,306
山地原住民,桃園縣　,女    ,15428,89,9506,1835,2136,145,6,103,128,53,0,0,905,0,166,0,0,356
山地原住民,新竹縣　,計    ,18031,25,15409,340,352,40,0,25,1276,16,0,0,200,0,36,0,0,312
山地原住民,新竹縣　,男    ,9066,4,7824,140,122,18,0,11,664,8,0,0,76,0,13,0,0,186
山地原住民,新竹縣　,女    ,8965,21,7585,200,230,22,0,14,612,8,0,0,124,0,23,0,0,126
山地原住民,苗栗縣　,計    ,6569,15,5603,293,308,10,5,18,84,15,1,0,98,0,33,0,0,86
山地原住民,苗栗縣　,男    ,3139,4,2774,125,104,4,4,5,26,7,0,0,38,0,10,0,0,38
山地原住民,苗栗縣　,女    ,3430,11,2829,168,204,6,1,13,58,8,1,0,60,0,23,0,0,48
山地原住民,彰化縣　,計    ,2555,25,394,894,848,84,1,44,10,11,1,0,117,0,59,0,0,67
山地原住民,彰化縣　,男    ,1077,9,144,392,370,33,0,19,6,7,0,0,50,0,24,0,0,23
山地原住民,彰化縣　,女    ,1478,16,250,502,478,51,1,25,4,4,1,0,67,0,35,0,0,44
山地原住民,南投縣　,計    ,27131,14,6129,342,13854,64,2,240,28,6,1,0,102,0,6321,0,0,28
山地原住民,南投縣　,男    ,13792,3,2969,134,7160,22,1,117,14,3,0,0,31,0,3326,0,0,12
山地原住民,南投縣　,女    ,13339,11,3160,208,6694,42,1,123,14,3,1,0,71,0,2995,0,0,16
山地原住民,雲林縣　,計    ,1019,10,262,278,266,31,0,34,3,3,0,0,91,0,12,0,0,29
山地原住民,雲林縣　,男    ,391,5,83,110,104,15,0,9,3,2,0,0,46,0,5,0,0,9
山地原住民,雲林縣　,女    ,628,5,179,168,162,16,0,25,0,1,0,0,45,0,7,0,0,20
山地原住民,嘉義縣　,計    ,5008,4,179,236,290,20,2,4096,12,1,2,0,45,0,25,0,0,96
山地原住民,嘉義縣　,男    ,2484,2,61,102,138,10,0,2099,4,1,1,0,12,0,9,0,0,45
山地原住民,嘉義縣　,女    ,2524,2,118,134,152,10,2,1997,8,0,1,0,33,0,16,0,0,51
山地原住民,屏東縣　,計    ,53575,292,379,45239,596,5757,6,77,18,14,1,0,124,0,14,0,0,1058
山地原住民,屏東縣　,男    ,26790,146,122,22774,211,2838,1,33,3,6,1,0,51,0,5,0,0,599
山地原住民,屏東縣　,女    ,26785,146,257,22465,385,2919,5,44,15,8,0,0,73,0,9,0,0,459
山地原住民,臺東縣　,計    ,22004,62,410,8024,8158,539,16,44,15,4013,0,0,164,0,26,0,0,533
山地原住民,臺東縣　,男    ,11223,23,152,4123,4202,264,5,10,4,2045,0,0,58,0,13,0,0,324
山地原住民,臺東縣　,女    ,10781,39,258,3901,3956,275,11,34,11,1968,0,0,106,0,13,0,0,209
山地原住民,花蓮縣　,計    ,35159,85,2637,505,7844,30,6,34,13,14,0,2,21752,2,780,0,0,1455
山地原住民,花蓮縣　,男    ,17664,31,1126,210,4006,11,2,16,6,4,0,1,10922,1,406,0,0,922
山地原住民,花蓮縣　,女    ,17495,54,1511,295,3838,19,4,18,7,10,0,1,10830,1,374,0,0,533
山地原住民,澎湖縣　,計    ,201,0,55,58,32,6,1,9,0,0,0,0,28,0,12,0,0,0
山地原住民,澎湖縣　,男    ,94,0,22,31,11,4,0,4,0,0,0,0,16,0,6,0,0,0
山地原住民,澎湖縣　,女    ,107,0,33,27,21,2,1,5,0,0,0,0,12,0,6,0,0,0
山地原住民,基隆市　,計    ,1297,32,578,155,244,8,1,24,6,7,0,0,188,0,20,0,0,34
山地原住民,基隆市　,男    ,540,11,229,60,112,2,1,9,4,3,0,0,87,0,11,0,0,11
山地原住民,基隆市　,女    ,757,21,349,95,132,6,0,15,2,4,0,0,101,0,9,0,0,23
山地原住民,新竹市　,計    ,1827,4,1048,223,161,20,0,20,114,3,0,0,126,0,27,0,0,81
山地原住民,新竹市　,男    ,723,0,381,95,68,11,0,3,52,0,0,0,61,0,14,0,0,38
山地原住民,新竹市　,女    ,1104,4,667,128,93,9,0,17,62,3,0,0,65,0,13,0,0,43
山地原住民,嘉義市　,計    ,632,0,62,63,105,3,0,339,4,1,0,0,22,0,8,0,0,25
山地原住民,嘉義市　,男    ,256,0,16,26,42,1,0,147,4,0,0,0,9,0,3,0,0,8
山地原住民,嘉義市　,女    ,376,0,46,37,63,2,0,192,0,1,0,0,13,0,5,0,0,17
山地原住民,福建省　,計    ,420,2,133,107,79,9,0,14,4,2,0,0,53,0,3,0,0,14
山地原住民,福建省　,男    ,233,1,67,65,38,7,0,9,1,0,0,0,33,0,2,0,0,10
山地原住民,福建省　,女    ,187,1,66,42,41,2,0,5,3,2,0,0,20,0,1,0,0,4
山地原住民,金門縣　,計    ,339,2,101,96,69,8,0,12,3,0,0,0,33,0,2,0,0,13
山地原住民,金門縣　,男    ,180,1,46,57,31,7,0,7,1,0,0,0,19,0,2,0,0,9
山地原住民,金門縣　,女    ,159,1,55,39,38,1,0,5,2,0,0,0,14,0,0,0,0,4
山地原住民,連江縣　,計    ,81,0,32,11,10,1,0,2,1,2,0,0,20,0,1,0,0,1
山地原住民,連江縣　,男    ,53,0,21,8,7,0,0,2,0,0,0,0,14,0,0,0,0,1
山地原住民,連江縣　,女    ,28,0,11,3,3,1,0,0,1,2,0,0,6,0,1,0,0,0
